,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,metascore,userscore
242,Metal Gear Solid 4: Guns of the Patriots,Action,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03,94.0,8.8
243,Tom Clancy's Splinter Cell,Action,Ubisoft,3.25,2.23,0.0,0.54,6.0,87.8,8.319999999999999
244,Tom Clancy's The Division,Shooter,Ubisoft,2.68,2.37,0.15,0.7799999999999999,5.989999999999999,79.66666666666667,6.666666666666667
245,Pro Evolution Soccer 2010,Sports,Konami Digital Entertainment,0.73,2.64,0.87,1.73,5.9799999999999995,77.60000000000001,7.166666666666667
246,L.A. Noire,Adventure,Take-Two Interactive,2.79,2.27,0.13999999999999999,0.75,5.95,82.75,7.825
247,Final Fantasy XII,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95,92.0,7.6
248,Need for Speed: Hot Pursuit,Racing,Electronic Arts,2.38,2.67,0.03,0.7999999999999999,5.890000000000001,78.25,6.9
249,Dragon Quest VII: Warriors of Eden,Role-Playing,Enix Corporation,0.27,0.18000000000000002,5.3999999999999995,0.03,5.89,,
250,Madden NFL 2003,Sports,Electronic Arts,4.8,0.48,0.01,0.6100000000000001,5.89,88.8,7.483333333333333
251,Middle-Earth: Shadow of Mordor,Action,Warner Bros. Interactive Entertainment,2.33,2.65,0.07,0.8200000000000001,5.8500000000000005,,
252,Dragon Quest IX: Sentinels of the Starry Skies,Role-Playing,Nintendo,0.66,0.69,4.35,0.15,5.84,87.0,8.6
253,Mass Effect 3,Role-Playing,Electronic Arts,3.11,2.0,0.06,0.6,5.779999999999999,91.66666666666667,5.933333333333334
254,Monster Hunter Tri,Role-Playing,Nintendo,1.3900000000000001,0.8899999999999999,3.23,0.22,5.76,84.0,8.5
255,Tony Hawk's Pro Skater 4,Sports,Activision,3.58,1.75,0.01,0.42,5.75,89.60000000000001,7.733333333333333
256,Tekken 2,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,89.0,8.3
257,Borderlands,Shooter,Take-Two Interactive,3.6,1.49,0.03,0.62,5.7299999999999995,82.66666666666667,7.8999999999999995
258,Cooking Mama,Simulation,505 Games,3.13,1.94,0.07,0.58,5.72,67.0,7.4
259,The Lord of the Rings: The Return of the King,Action,Electronic Arts,3.14,1.95,0.05,0.54,5.67,81.6,8.2
260,Tomb Raider,Action,Eidos Interactive,3.25,2.04,0.13,0.24,5.66,87.5,8.375
261,Donkey Kong,Platform,Nintendo,3.16,0.75,1.3900000000000001,0.37000000000000005,5.66,,
262,Kingdom Hearts II,Role-Playing,Square Enix,2.72,1.01,1.5599999999999998,0.36,5.65,87.0,9.0
263,LEGO Pirates of the Caribbean: The Video Game,Action,Disney Interactive Studios,2.45,2.52,0.0,0.67,5.65,71.28571428571429,7.414285714285714
264,Saints Row: The Third,Action,THQ,2.27,2.37,0.25,0.75,5.640000000000001,83.33333333333333,7.866666666666667
265,The Witcher 3: Wild Hunt,Role-Playing,Namco Bandai Games,1.82,2.89,0.21,0.7200000000000001,5.64,92.0,9.133333333333333
266,Madden NFL 12,Sports,Electronic Arts,4.99,0.26,0.0,0.38,5.62,78.5,5.18
267,Skylanders Giants,Action,Activision,3.0100000000000002,1.98,0.0,0.6,5.59,74.8,6.18
268,Star Wars Episode III: Revenge of the Sith,Action,LucasArts,3.06,1.99,0.03,0.51,5.59,66.75,7.8
269,Star Wars: Battlefront,Shooter,LucasArts,3.23,1.79,0.03,0.53,5.56,81.0,8.5
270,Fight Night Round 3,Fighting,Electronic Arts,3.93,1.1,0.02,0.52,5.55,82.0,8.3
271,Super Smash Bros.,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,79.0,8.25
272,Madden NFL 25,Sports,Electronic Arts,4.85,0.28,0.0,0.4,5.54,75.75,5.25
273,NBA 2K12,Sports,Take-Two Interactive,4.53,0.52,0.060000000000000005,0.41,5.53,88.66666666666667,6.68
274,Winning Eleven: Pro Evolution Soccer 2007,Sports,Konami Digital Entertainment,0.2,3.12,1.34,0.88,5.529999999999999,77.25,7.85
275,Forza Motorsport 3,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51,92.0,8.1
276,Monster Hunter Freedom Unite,Role-Playing,Capcom,0.47,0.57,4.13,0.34,5.5,81.0,8.5
277,Super Mario Advance,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,84.0,7.6
278,Sega Superstars Tennis,Sports,Sega,2.55,2.08,0.0,0.8500000000000001,5.49,68.0,7.640000000000001
279,God of War III,Action,Sony Computer Entertainment,2.97,1.6500000000000001,0.13,0.73,5.47,92.0,8.9
280,Mario Kart: Super Circuit,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,,
281,Sonic Heroes,Platform,Sega,2.5,2.24,0.13,0.58,5.46,68.75,7.625
282,Asteroids,Shooter,Atari,4.64,0.69,0.0,0.12000000000000001,5.459999999999999,,
283,Fable III,Role-Playing,Microsoft Game Studios,3.6799999999999997,1.28,0.05,0.43,5.45,77.5,6.1
284,Pokemon Stadium,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,,
285,Skylanders: Spyro's Adventure,Action,Activision,2.69,2.12,0.0,0.63,5.44,79.5,5.26
286,NBA 2K11,Action,Take-Two Interactive,4.63,0.35,0.04,0.42,5.42,86.66666666666667,7.760000000000001
287,Need for Speed: Shift,Racing,Electronic Arts,1.5799999999999998,2.81,0.06,0.97,5.42,79.75,6.475
288,MySims,Simulation,Electronic Arts,2.5,2.18,0.12,0.58,5.3999999999999995,68.33333333333333,7.066666666666666
289,Batman: Arkham Knight,Action,Warner Bros. Interactive Entertainment,2.43,2.0700000000000003,0.1,0.75,5.37,80.66666666666667,6.533333333333334
290,Resident Evil,Action,Virgin Interactive,2.05,1.16,1.4000000000000001,0.73,5.34,87.5,9.65
291,The LEGO Movie Videogame,Action,Warner Bros. Interactive Entertainment,2.3,2.28,0.11000000000000001,0.65,5.33,70.83333333333333,6.825
292,Rock Band 2,Misc,Electronic Arts,4.14,0.68,0.0,0.5,5.32,91.66666666666667,7.8
293,Pokemon Pinball,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,,
294,Final Fantasy IX,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,87.66666666666667,8.55
295,Final Fantasy X-2,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,85.0,7.5
296,Resident Evil 6,Shooter,Capcom,2.07,1.64,0.95,0.6,5.28,66.6,6.2
297,The Incredibles,Action,THQ,2.76,2.02,0.08,0.42,5.2700000000000005,61.0,6.475
298,Donkey Kong 64,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,90.0,8.6
299,Professor Layton and the Curious Village,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26,85.0,8.4
300,LEGO Indiana Jones 2: The Adventure Continues,Action,Activision,2.89,1.72,0.0,0.62,5.2299999999999995,67.60000000000001,6.8999999999999995
301,NBA Jam,Sports,Arena Entertainment,4.11,0.85,0.0,0.25,5.22,73.25,7.5
302,True Crime: Streets of LA,Action,Activision,3.29,1.53,0.02,0.38,5.21,74.75,7.4
303,WWE SmackDown vs. Raw 2010,Fighting,THQ,2.68,1.42,0.02,1.11,5.21,78.5,7.983333333333333
304,New Super Mario Bros. U,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19,84.0,8.0
305,Super Mario Land 3: Wario Land,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,,
306,The Legend of Zelda: Phantom Hourglass,Action,Nintendo,1.9,1.83,0.95,0.49,5.17,90.0,7.9
307,LEGO Harry Potter: Years 5-7,Action,Warner Bros. Interactive Entertainment,2.4,2.15,0.0,0.63,5.17,73.28571428571429,7.25
308,Donkey Kong Country 2: Diddy's Kong Quest,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,,
309,Tomodachi Life,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,71.0,7.6
310,James Bond 007: Agent Under Fire,Shooter,Electronic Arts,3.11,1.5,0.1,0.45999999999999996,5.1499999999999995,72.33333333333333,7.233333333333333
311,FIFA Soccer 06,Sports,Electronic Arts,1.27,2.96,0.04,0.86,5.13,79.0,7.3999999999999995
312,Kirby's Dream Land,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,,
313,Microsoft Flight Simulator,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,91.0,4.75
314,Disney Infinity,Action,Disney Interactive Studios,3.13,1.48,0.0,0.5,5.12,73.33333333333333,6.08
315,Need for Speed Rivals,Racing,Electronic Arts,1.92,2.39,0.09,0.7,5.109999999999999,,
316,Metal Gear Solid V: The Phantom Pain,Action,Konami Digital Entertainment,1.78,1.9400000000000002,0.71,0.63,5.08,93.0,7.76
317,James Bond 007: Nightfire,Shooter,Electronic Arts,2.73,1.71,0.12,0.51,5.0600000000000005,,
318,Warzone 2100,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,,
319,Link's Crossbow Training,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0,68.0,7.1
320,Spyro the Dragon,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,,
321,Mass Effect 2,Role-Playing,Electronic Arts,2.78,1.6099999999999999,0.06,0.54,4.99,94.66666666666667,8.833333333333334
322,The Sims: Bustin' Out,Simulation,Electronic Arts,2.83,1.88,0.0,0.29,4.98,,
323,LEGO Jurassic World,Action,Warner Bros. Interactive Entertainment,2.16,2.16,0.06,0.61,4.98,70.75,7.3375
324,Mario & Sonic at the London 2012 Olympic Games,Sports,Sega,1.3199999999999998,2.55,0.54,0.56,4.97,66.0,7.15
325,Batman: Arkham Origins,Action,Warner Bros. Interactive Entertainment,2.55,1.73,0.04,0.64,4.97,73.0,7.7
326,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,,
327,Sonic Unleashed,Platform,Sega,2.75,1.3800000000000001,0.03,0.8,4.95,61.5,7.800000000000001
328,Uncharted: Drake's Fortune,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,88.0,7.9
329,Guitar Hero 5,Misc,Activision,2.4,1.56,0.0,0.9700000000000001,4.94,82.75,5.675
330,Wall-E,Platform,THQ,1.88,1.93,0.0,1.11,4.92,,
331,Dead Island,Action,Deep Silver,2.68,1.53,0.15,0.54,4.9,74.0,6.833333333333333
332,FIFA Soccer 2005,Sports,Electronic Arts,1.08,3.13,0.04,0.63,4.890000000000001,78.39999999999999,7.466666666666666
333,WWE SmackDown vs. Raw 2009,Fighting,THQ,2.78,1.11,0.01,0.9900000000000001,4.88,74.0,7.266666666666667
334,Diddy Kong Racing,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,88.0,8.5
335,Monster Hunter Freedom 3,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,,
336,Titanfall,Shooter,Electronic Arts,2.92,1.48,0.06,0.4,4.859999999999999,85.0,6.366666666666667
337,Just Dance 2015,Misc,Ubisoft,2.58,1.79,0.0,0.49,4.85,72.33333333333333,7.266666666666667
338,StarCraft II: Wings of Liberty,Strategy,Activision,2.56,1.68,0.0,0.59,4.83,,
339,Enter the Matrix,Action,Atari,2.84,1.6400000000000001,0.12,0.24,4.83,62.0,7.55
340,Crazy Taxi,Racing,Acclaim Entertainment,2.59,1.7200000000000002,0.19999999999999998,0.31,4.82,67.0,7.4
341,Baseball,Sports,Nintendo,1.3900000000000001,0.37,3.0,0.05,4.8100000000000005,,
342,Dragon Age: Inquisition,Role-Playing,Electronic Arts,2.2,1.87,0.13,0.61,4.8100000000000005,86.33333333333333,6.26
343,Midnight Club: Los Angeles,Racing,Take-Two Interactive,3.23,1.0,0.060000000000000005,0.51,4.800000000000001,81.5,8.15
344,Crash Team Racing,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88.0,9.0
345,Dragon Age: Origins,Role-Playing,Electronic Arts,2.7199999999999998,1.46,0.11,0.5,4.77,88.0,8.266666666666667
346,Assassin's Creed Syndicate,Action,Ubisoft,1.51,2.56,0.06,0.63,4.76,76.0,7.0
347,Skate 3,Sports,Electronic Arts,2.25,1.92,0.0,0.59,4.76,80.0,8.2
348,Saints Row 2,Action,THQ,2.82,1.37,0.04,0.53,4.76,78.33333333333333,7.766666666666667
349,Ghostbusters: The Video Game (DS Version),Action,Take-Two Interactive,1.63,2.31,0.16,0.65,4.75,,
350,Driver 2,Action,Atari,2.36,2.1,0.02,0.25,4.73,62.0,7.7
351,Half-Life,Shooter,Vivendi Games,4.32,0.23,0.09,0.08,4.72,91.5,8.85
352,The SpongeBob SquarePants Movie,Platform,THQ,3.21,1.23,0.0,0.27,4.7,72.25,7.459999999999999
353,BioShock,Shooter,Take-Two Interactive,2.4099999999999997,1.74,0.060000000000000005,0.51,4.69,95.33333333333333,8.866666666666667
354,WWF War Zone,Fighting,Acclaim Entertainment,3.5500000000000003,1.0,0.0,0.15,4.6899999999999995,,
355,Animal Crossing: City Folk,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,73.0,7.9
356,Dragon Warrior III,Role-Playing,Enix Corporation,0.1,0.0,4.58,0.0,4.68,,
357,Forza Motorsport 4,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,91.0,8.3
358,Portal 2,Shooter,Valve Software,2.57,1.46,0.030000000000000002,0.53,4.6,95.0,8.866666666666667
359,Spider-Man,Action,Activision,3.0,1.39,0.02,0.18,4.59,76.75,8.15
360,Luigi's Mansion: Dark Moon,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,86.0,8.4
361,Lego Batman 3: Beyond Gotham,Action,Warner Bros. Interactive Entertainment,1.94,2.06,0.0,0.6,4.58,,
362,Max Payne,Shooter,Take-Two Interactive,2.9899999999999998,1.27,0.05,0.27,4.58,84.0,8.24
363,Namco Museum: 50th Anniversary,Misc,Namco Bandai Games,2.52,1.48,0.0,0.56,4.57,,
364,Splatoon,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,81.0,8.7
365,SoulCalibur II,Fighting,Namco Bandai Games,2.83,1.12,0.27,0.33,4.5600000000000005,92.33333333333333,8.799999999999999
366,pro evolution soccer 2011,Sports,Konami Digital Entertainment,0.55,2.28,0.91,0.78,4.52,,
367,Call of Duty: Finest Hour,Shooter,Activision,2.6,1.6,0.01,0.29,4.5,74.33333333333333,7.333333333333333
368,Marvel: Ultimate Alliance,Role-Playing,Activision,4.02,0.08,0.0,0.4,4.5,80.0,7.039999999999999
369,World Soccer Winning Eleven 9,Sports,Konami Digital Entertainment,0.18,2.59,0.92,0.8,4.5,85.33333333333333,7.550000000000001
370,Pitfall!,Platform,Activision,4.21,0.24,0.0,0.05,4.5,,
371,Ben 10: Protector of Earth,Action,D3Publisher,1.56,1.69,0.0,1.24,4.49,61.5,7.625
372,Uncharted: The Nathan Drake Collection,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,86.0,8.6
373,Ratatouille,Action,THQ,2.05,1.37,0.0,1.0,4.46,62.5,7.099999999999999
374,God of War,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,93.66666666666667,8.833333333333334
375,Nintendo Land,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,77.0,7.9
376,Dragon Quest V: Tenkuu no Hanayome,Role-Playing,Enix Corporation,0.0,0.0,4.43,0.01,4.4399999999999995,,
377,LEGO The Lord of the Rings,Action,Warner Bros. Interactive Entertainment,1.87,2.0,0.0,0.5499999999999999,4.43,71.4,7.516666666666667
378,The Sims 2,Simulation,Electronic Arts,2.73,1.12,0.0,0.5900000000000001,4.42,72.28571428571429,7.157142857142857
379,SpongeBob SquarePants: Battle for Bikini Bottom,Platform,THQ,3.15,1.07,0.0,0.21000000000000002,4.42,70.66666666666667,7.94
380,Tekken 6,Fighting,Namco Bandai Games,2.06,1.44,0.32,0.59,4.41,80.33333333333333,7.566666666666666
381,FIFA Soccer 2004,Sports,Electronic Arts,0.9199999999999999,2.8699999999999997,0.04,0.56,4.4,81.60000000000001,7.1000000000000005
382,Skylanders: Trap Team,Action,Activision,2.16,1.77,0.0,0.46,4.4,,
383,Midnight Club 3: DUB Edition,Racing,Take-Two Interactive,2.26,1.32,0.0,0.8200000000000001,4.4,80.66666666666667,8.133333333333333
384,BioShock Infinite,Shooter,Take-Two Interactive,2.2199999999999998,1.5599999999999998,0.060000000000000005,0.54,4.39,93.66666666666667,8.533333333333333
385,Zelda II: The Adventure of Link,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,,
386,Left 4 Dead 2,Shooter,Electronic Arts,2.67,1.21,0.05,0.41,4.36,89.0,8.45
387,Resistance: Fall of Man,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,86.0,8.0
388,Fable II,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,89.0,6.7
389,Guitar Hero: Aerosmith,Misc,Activision,3.38,0.43000000000000005,0.0,0.49,4.3,70.6,6.3
390,Dishonored,Action,Bethesda Softworks,2.23,1.48,0.07,0.52,4.3,89.33333333333333,8.366666666666667
391,Hitman 2: Silent Assassin,Action,Eidos Interactive,2.22,1.5599999999999998,0.04,0.45999999999999996,4.28,84.75,7.675
392,Need for Speed: The Run,Action,Electronic Arts,1.52,2.07,0.04,0.64,4.27,66.0,5.4
393,Battlefield: Hardline,Shooter,Electronic Arts,1.71,1.8,0.22000000000000003,0.54,4.26,,
394,Halo 5: Guardians,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,84.0,6.4
395,ESPN NFL 2K5,Sports,Sega,3.69,0.13999999999999999,0.0,0.43,4.25,91.0,8.35
396,Super Mario 3D World,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,93.0,8.9
397,SimCity 2000,Simulation,Maxis,1.96,1.33,0.77,0.18,4.24,62.0,7.9
398,Metal Gear Solid 3: Snake Eater,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,8.0
399,Daxter,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,85.0,8.3
400,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action,Take-Two Interactive,2.69,1.2200000000000002,0.0,0.31,4.21,,
401,Warcraft II: Tides of Darkness,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,,
402,Hitman: Absolution,Action,Square Enix,1.3,2.14,0.08,0.66,4.2,80.33333333333333,7.366666666666667
403,Uncharted 4: A Thief's End,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,93.0,8.8
404,EyeToy Play,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,,
405,Gran Turismo 5 Prologue,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,80.0,6.7
406,The Beatles: Rock Band,Misc,MTV Games,2.83,0.93,0.0,0.42,4.18,88.66666666666667,8.0
407,Sonic Generations,Platform,Sega,1.77,1.83,0.03,0.53,4.17,74.0,7.9
408,Tennis,Sports,Nintendo,1.23,0.41,2.46,0.06,4.16,,
409,Excitebike,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,,
410,FIFA Soccer 2003,Sports,Electronic Arts,0.76,2.71,0.05,0.65,4.16,84.2,6.9799999999999995
411,Tomb Raider III: Adventures of Lara Croft,Action,Eidos Interactive,2.25,1.61,0.12,0.18,4.16,,
412,The Evil Within,Action,Bethesda Softworks,1.5,1.84,0.24,0.56,4.15,74.0,8.120000000000001
413,Call Of Duty 2: Big Red One,Shooter,Activision,2.39,1.3900000000000001,0.01,0.32,4.12,,
414,Tony Hawk's Underground 2,Sports,Activision,2.46,1.33,0.01,0.31,4.11,80.6,7.95
415,Mortal Kombat X,Fighting,Warner Bros. Interactive Entertainment,2.48,1.01,0.0,0.6,4.1000000000000005,81.66666666666667,7.033333333333334
416,The Legend of Zelda: Skyward Sword,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,93.0,8.1
417,Street Fighter II Turbo,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,,
418,World of Warcraft: The Burning Crusade,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91.0,6.0
419,Star Wars: The Force Unleashed II,Action,LucasArts,2.5,1.1600000000000001,0.0,0.42,4.08,59.4,6.2
420,Rhythm Heaven,Misc,Nintendo,0.71,0.51,2.7,0.15000000000000002,4.07,83.0,8.4
421,God of War II,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,9.1
422,Ratchet & Clank: Size Matters,Platform,Sony Computer Entertainment,1.5299999999999998,1.5,0.13,0.9,4.06,73.5,7.25
423,Forza Motorsport 2,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,90.0,8.3
424,Tekken Tag Tournament,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,8.5
425,Namco Museum Vol.3,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,,
426,Dragon Ball Z: Budokai Tenkaichi 3,Fighting,Atari,1.48,0.37,1.02,1.1800000000000002,4.04,72.5,8.7
427,Star Fox 64,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,88.0,8.3
428,Dead Space,Action,Electronic Arts,1.94,1.6,0.0,0.49,4.03,88.0,8.766666666666667
429,Rugrats in Paris: The Movie,Action,THQ,2.36,1.4200000000000002,0.0,0.24000000000000002,4.02,64.0,5.0
430,Tetris Worlds,Puzzle,THQ,2.5300000000000002,1.14,0.0,0.34,4.01,52.25,6.125
431,Professor Layton and the Diabolical Box,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,84.0,8.5
432,BioShock 2,Shooter,Take-Two Interactive,2.32,1.21,0.04,0.45,4.0,88.0,8.233333333333334
433,Burnout 3: Takedown,Racing,Electronic Arts,2.07,1.54,0.0,0.38,3.99,93.5,8.35
434,Tom Clancy's Ghost Recon,Shooter,Ubisoft,2.87,0.9,0.0,0.2,3.9899999999999998,66.4,6.4799999999999995
435,Max Payne 3,Shooter,Take-Two Interactive,1.5999999999999999,1.78,0.06999999999999999,0.52,3.9899999999999998,86.66666666666667,7.866666666666667
436,The Sims 2: Pets,Simulation,Electronic Arts,1.77,1.44,0.0,0.77,3.98,63.5,7.2
437,Disney Infinity 2.0: Marvel Super Heroes,Action,Disney Interactive Studios,1.94,1.52,0.0,0.49,3.95,,
438,Tom Clancy's Rainbow Six: Vegas,Shooter,Ubisoft,1.98,1.37,0.05,0.56,3.95,85.0,7.5
439,World Soccer Winning Eleven 8 International,Sports,Konami Digital Entertainment,0.23,1.91,1.12,0.68,3.94,89.66666666666667,7.833333333333333
440,NBA Live 2005,Sports,Electronic Arts,3.19,0.35,0.0,0.39999999999999997,3.94,82.75,7.8
441,Mortal Kombat vs. DC Universe,Fighting,Midway Games,3.01,0.54,0.0,0.38,3.9299999999999997,74.0,7.15
442,EA Sports Active,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,81.0,8.2
443,007: Quantum of Solace,Action,Activision,1.8399999999999999,1.35,0.04,0.68,3.92,63.8,6.85
444,Donkey Kong Land,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,,
445,Monster Hunter 4 Ultimate,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,86.0,8.6
446,The Elder Scrolls Online,Role-Playing,Bethesda Softworks,1.75,1.6400000000000001,0.0,0.49,3.89,71.0,5.7
447,Wheel of Fortune,Misc,Hasbro Interactive,2.96,0.67,0.0,0.25,3.89,,
448,MotorStorm,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,84.0,7.3
449,Sports Champions,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,76.0,7.8
450,Mario Bros.,Platform,Nintendo,1.99,0.21,1.63,0.04,3.87,,
451,Mortal Kombat: Deadly Alliance,Fighting,Midway Games,2.9,0.75,0.0,0.19999999999999998,3.87,80.5,8.15
452,Injustice: Gods Among Us,Fighting,Warner Bros. Interactive Entertainment,2.12,1.25,0.01,0.5,3.87,80.33333333333333,7.933333333333334
453,Tekken 5,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,8.6
454,Destiny: The Taken King,Shooter,Activision,1.97,1.3,0.06,0.51,3.8699999999999997,87.5,5.324999999999999
455,Flash Focus: Vision Training in Minutes a Day,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,59.0,3.8
456,UFC 2009 Undisputed,Fighting,THQ,2.55,0.8400000000000001,0.01,0.43,3.84,,
457,Namco Museum Vol.1,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,,
458,Mario & Luigi: Bowser's Inside Story,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,90.0,8.8
459,The Legend of Zelda: Link's Awakening,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,,
460,Big Brain Academy: Wii Degree,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,68.0,7.1
461,Resident Evil Director's Cut,Action,Virgin Interactive,1.82,1.24,0.51,0.25,3.81,,
462,Nintendogs + cats,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,,
463,Madden NFL 2001,Sports,Electronic Arts,3.37,0.15000000000000002,0.05,0.25,3.81,87.0,6.6
464,Sonic Mega Collection Plus,Misc,Sega,2.15,1.4,0.0,0.26,3.81,74.0,8.433333333333334
465,Resident Evil 3: Nemesis,Action,Eidos Interactive,1.36,0.79,1.54,0.11,3.8000000000000003,75.75,9.025
466,Tom Clancy's Rainbow Six: Vegas 2,Shooter,Ubisoft,2.22,1.08,0.060000000000000005,0.44,3.79,78.0,7.4
467,Chrono Trigger,Role-Playing,SquareSoft,0.97,0.2,2.51,0.09999999999999999,3.7800000000000002,92.0,7.8
468,Dragon Ball Z: Budokai,Fighting,Atari,2.7,0.42000000000000004,0.55,0.1,3.78,66.0,7.3
469,WWE SmackDown vs. RAW 2007,Fighting,THQ,2.17,1.11,0.03,0.44,3.7600000000000002,,
470,The Sims: Unleashed,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,7.7
471,Super Paper Mario,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,85.0,8.0
472,Saints Row IV,Action,Deep Silver,1.9100000000000001,1.29,0.13,0.45,3.76,81.0,6.766666666666667
473,Mortal Kombat Trilogy,Fighting,GT Interactive,2.7,0.9199999999999999,0.0,0.13,3.75,,
474,Need for Speed: Hot Pursuit 2,Racing,Electronic Arts,3.04,0.51,0.02,0.13999999999999999,3.73,76.25,6.9750000000000005
475,The Sims,Simulation,Electronic Arts,2.08,1.3800000000000001,0.0,0.27,3.73,86.0,7.45
476,Spyro: Year of the Dragon,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,8.9
477,Pokémon Trading Card Game,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,,
478,Sonic's Ultimate Genesis Collection,Misc,Sega,2.19,1.08,0.0,0.44,3.7,79.5,7.4
